cylinders,displ,drive,make,model,trany
6.0,3.5,Rear-Wheel Drive,Infiniti,G35,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Infiniti,G35x,AUTO
6.0,3.5,Rear-Wheel Drive,Lexus,GS 350,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Lexus,GS 350 AWD,AUTO
8.0,4.3,Rear-Wheel Drive,Lexus,GS 430,AUTO
8.0,4.6,Rear-Wheel Drive,Lexus,LS 460,AUTO
8.0,4.6,Rear-Wheel Drive,Lexus,LS 460 L,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Mercury,Milan AWD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Lincoln,MKZ AWD,AUTO
6.0,3.5,Front-Wheel Drive,Lincoln,MKZ FWD,AUTO
4.0,2.3,Front-Wheel Drive,Saab,9-5 Sedan,MANUAL
4.0,2.3,Front-Wheel Drive,Saab,9-5 Sedan,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Chrysler,300 AWD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,Chrysler,300 AWD,AUTO
6.0,2.7,Rear-Wheel Drive,Chrysler,300/SRT-8,AUTO
6.0,3.5,Rear-Wheel Drive,Chrysler,300/SRT-8,AUTO
8.0,5.7,Rear-Wheel Drive,Chrysler,300/SRT-8,AUTO
8.0,6.1,Rear-Wheel Drive,Chrysler,300/SRT-8,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Dodge,Charger AWD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,Dodge,Charger AWD,AUTO
6.0,3.8,Front-Wheel Drive,Kia,Amanti,AUTO
8.0,4.2,Rear-Wheel Drive,Maserati,Quattroporte/QP Sport GT,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,328i Sport Wagon,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,328xi Sport Wagon,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,328xi Sport Wagon,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,Silverado C15 2WD,AUTO
8.0,4.8,Rear-Wheel Drive,Chevrolet,Silverado C15 2WD,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Silverado C15 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Silverado C15 2WD,AUTO
4.0,2.0,Rear-Wheel Drive,Ford,Ranger Pickup 2WD,MANUAL
6.0,4.3,Rear-Wheel Drive,GMC,Sierra C15 2WD,AUTO
8.0,4.8,Rear-Wheel Drive,GMC,Sierra C15 2WD,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Sierra C15 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Sierra C15 2WD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,Chevrolet,Silverado K15 4WD,AUTO
8.0,4.8,4-Wheel or All-Wheel Drive,Chevrolet,Silverado K15 4WD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,Chevrolet,Silverado K15 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,Chevrolet,Silverado K15 4WD,AUTO
6.0,2.9,Rear-Wheel Drive,Ford,Ranger Pickup 2WD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,GMC,Sierra K15 4WD,AUTO
8.0,4.8,4-Wheel or All-Wheel Drive,GMC,Sierra K15 4WD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,GMC,Sierra K15 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,GMC,Sierra K15 4WD,AUTO
6.0,2.9,Rear-Wheel Drive,Ford,Ranger Pickup 2WD,MANUAL
4.0,2.5,Rear-Wheel Drive,GMC,S15 Pickup 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,Cadillac,Escalade 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Avalanche 1500 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Suburban 1500 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,Chrysler,Aspen 2WD,AUTO
4.0,2.5,Rear-Wheel Drive,GMC,S15 Pickup 2WD,MANUAL
6.0,4.0,Front-Wheel Drive,Chrysler,Pacifica 2WD,AUTO
6.0,3.7,Rear-Wheel Drive,Dodge,Nitro 2WD,AUTO
6.0,3.7,Rear-Wheel Drive,Dodge,Nitro 2WD,MANUAL
8.0,6.0,Rear-Wheel Drive,GMC,Yukon XL 1500 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Jeep,Compass 2WD,AUTO
6.0,3.8,Rear-Wheel Drive,Jeep,Wrangler 2WD,AUTO
6.0,3.8,Rear-Wheel Drive,Jeep,Wrangler 2WD,MANUAL
6.0,3.8,Rear-Wheel Drive,Kia,Sorento 2WD,AUTO
6.0,3.0,Front-Wheel Drive,Mitsubishi,Outlander 2WD,AUTO
6.0,3.6,Front-Wheel Drive,Suzuki,XL7 FWD,AUTO
6.0,3.7,4-Wheel or All-Wheel Drive,Acura,MDX 4WD,AUTO
4.0,2.3,4-Wheel or All-Wheel Drive,Acura,RDX 4WD,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,X3 3.0i,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,X3 3.0i,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,X3 3.0si,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,X3 3.0si,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,Chevrolet,Avalanche 1500 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,Chevrolet,Suburban 1500 4WD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,Chrysler,Aspen 4WD,AUTO
6.0,4.0,4-Wheel or All-Wheel Drive,Chrysler,Pacifica AWD,AUTO
6.0,3.7,4-Wheel or All-Wheel Drive,Dodge,Nitro 4WD,AUTO
6.0,3.7,4-Wheel or All-Wheel Drive,Dodge,Nitro 4WD,MANUAL
4.0,2.4,4-Wheel or All-Wheel Drive,Jeep,Compass 4WD,AUTO
4.0,2.4,4-Wheel or All-Wheel Drive,Jeep,Compass 4WD,MANUAL
4.0,2.4,4-Wheel or All-Wheel Drive,Jeep,Patriot 4WD,AUTO
4.0,2.4,4-Wheel or All-Wheel Drive,Jeep,Patriot 4WD,MANUAL
6.0,3.8,4-Wheel or All-Wheel Drive,Jeep,Wrangler 4WD,AUTO
6.0,3.8,4-Wheel or All-Wheel Drive,Jeep,Wrangler 4WD,MANUAL
6.0,3.8,4-Wheel or All-Wheel Drive,Kia,Sorento 4WD,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Mitsubishi,Outlander 4WD,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Suzuki,XL7 AWD,AUTO
6.0,2.7,Front-Wheel Drive,Chrysler,Sebring,AUTO
8.0,4.7,Rear-Wheel Drive,Chrysler,Aspen 2WD,AUTO
8.0,4.7,4-Wheel or All-Wheel Drive,Chrysler,Aspen 4WD,AUTO
8.0,4.4,Rear-Wheel Drive,BMW Alpina,B7,AUTO
5.0,3.7,Rear-Wheel Drive,Isuzu,i-370 Crew Cab 2WD,AUTO
5.0,3.7,Rear-Wheel Drive,Isuzu,i-370 Extended Cab 2WD,AUTO
6.0,4.0,Rear-Wheel Drive,Dodge,Nitro 2WD,AUTO
6.0,3.5,Front-Wheel Drive,Ford,Edge FWD,AUTO
6.0,3.0,Rear-Wheel Drive,Jeep,Grand Cherokee 2WD,AUTO
6.0,3.3,Rear-Wheel Drive,Kia,Sorento 2WD,AUTO
6.0,3.5,Front-Wheel Drive,Mazda,CX-9 2WD,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,X5 3.0si,AUTO
8.0,4.8,4-Wheel or All-Wheel Drive,BMW,X5 4.8i,AUTO
6.0,4.0,4-Wheel or All-Wheel Drive,Dodge,Nitro 4WD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Ford,Edge AWD,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Jeep,Grand Cherokee 4WD,AUTO
6.0,3.3,4-Wheel or All-Wheel Drive,Kia,Sorento 4WD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Mazda,CX-9 4WD,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Mercedes-Benz,R320 CDI 4matic,AUTO
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,E320 Bluetec,AUTO
6.0,3.2,4-Wheel or All-Wheel Drive,Volvo,S80 AWD,AUTO
8.0,4.4,4-Wheel or All-Wheel Drive,Volvo,S80 AWD,AUTO
6.0,3.2,Front-Wheel Drive,Volvo,S80 FWD,AUTO
8.0,5.7,Rear-Wheel Drive,Toyota,Tundra 2WD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,Toyota,Tundra 4WD,AUTO
6.0,3.5,Front-Wheel Drive,Toyota,Sienna 2WD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Toyota,Sienna 4WD,AUTO
6.0,3.6,Front-Wheel Drive,GMC,Acadia FWD,AUTO
6.0,3.8,Front-Wheel Drive,Hyundai,Veracruz 2WD,AUTO
6.0,3.6,Front-Wheel Drive,Saturn,Outlook FWD,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,GMC,Acadia AWD,AUTO
6.0,3.8,4-Wheel or All-Wheel Drive,Hyundai,Veracruz 4WD,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Mercedes-Benz,GL320 CDI 4matic,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Saturn,Outlook AWD,AUTO
6.0,3.5,Front-Wheel Drive,Lincoln,MKX FWD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Lincoln,MKX AWD,AUTO
8.0,4.3,Rear-Wheel Drive,Aston Martin,V8 Vantage ASM,AUTO
8.0,4.2,Rear-Wheel Drive,Spyker,C8 Double 12 Spyder,MANUAL
8.0,4.2,Rear-Wheel Drive,Spyker,C8 Double 12 S,MANUAL
8.0,4.2,Rear-Wheel Drive,Spyker,C8 Laviolette,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,328ci Convertible,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,328ci Convertible,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,335ci Convertible,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,335ci Convertible,AUTO
4.0,3.5,Front-Wheel Drive,Chrysler,Sebring,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,328i Sport Wagon,MANUAL
8.0,5.4,Rear-Wheel Drive,Ford,F150 STX SE 2WD,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,F150 STX SE 2WD FFV,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,Sierra C15 2WD,AUTO
8.0,6.2,4-Wheel or All-Wheel Drive,GMC,Sierra K15 4WD,AUTO
4.0,2.2,Front-Wheel Drive,Chevrolet,HHR Panel FWD,AUTO
4.0,2.2,Front-Wheel Drive,Chevrolet,HHR Panel FWD,MANUAL
4.0,2.4,Front-Wheel Drive,Chevrolet,HHR Panel FWD,AUTO
4.0,2.4,Front-Wheel Drive,Chevrolet,HHR Panel FWD,MANUAL
6.0,3.6,4-Wheel or All-Wheel Drive,Porsche,Cayenne,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Porsche,Cayenne,MANUAL
8.0,4.8,4-Wheel or All-Wheel Drive,Porsche,Cayenne S,AUTO
8.0,4.8,4-Wheel or All-Wheel Drive,Porsche,Cayenne Turbo,AUTO
4.0,2.4,Front-Wheel Drive,Saturn,Aura Hybrid,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,335xi,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,335xi,AUTO
4.0,2.0,Front-Wheel Drive,Jeep,Compass 2WD,AUTO
4.0,2.0,Front-Wheel Drive,Jeep,Patriot 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Jeep,Patriot 2WD,AUTO
4.0,2.0,Front-Wheel Drive,Audi,TT Roadster,AUTO
6.0,3.2,4-Wheel or All-Wheel Drive,Audi,TT Roadster quattro,MANUAL
6.0,3.5,Front-Wheel Drive,Chrysler,Sebring Convertible,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,528i,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,528i,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,528xi,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,528xi,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,535i,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,535xi,AUTO
8.0,5.3,Front-Wheel Drive,Buick,Lacrosse/Allure,AUTO
6.0,3.5,Front-Wheel Drive,Chrysler,Sebring,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Chrysler,Sebring AWD,AUTO
4.0,2.4,Front-Wheel Drive,Dodge,Avenger,AUTO
6.0,3.5,Front-Wheel Drive,Dodge,Avenger,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Dodge,Avenger AWD,AUTO
8.0,5.0,4-Wheel or All-Wheel Drive,Lexus,LS 600h L,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Ford,Taurus AWD,AUTO
6.0,3.5,Front-Wheel Drive,Ford,Taurus FWD,AUTO
6.0,2.9,4-Wheel or All-Wheel Drive,Ford,Ranger Pickup 4WD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Mercury,Sable AWD,AUTO
6.0,3.5,Front-Wheel Drive,Mercury,Sable FWD,AUTO
8.0,6.2,Rear-Wheel Drive,Mercedes-Benz,S63 AMG,AUTO
6.0,2.9,4-Wheel or All-Wheel Drive,Ford,Ranger Pickup 4WD,MANUAL
4.0,2.4,Front-Wheel Drive,Scion,xB,MANUAL
4.0,2.4,Front-Wheel Drive,Scion,xB,AUTO
6.0,3.6,Front-Wheel Drive,Buick,Enclave FWD,AUTO
6.0,3.6,Front-Wheel Drive,Chevrolet,Equinox FWD,AUTO
4.0,2.3,Front-Wheel Drive,Mazda,Tribute FWD,AUTO
4.0,2.3,Front-Wheel Drive,Mazda,Tribute FWD,MANUAL
6.0,3.0,Front-Wheel Drive,Mazda,Tribute FWD,AUTO
8.0,5.6,Rear-Wheel Drive,Nissan,Pathfinder 2WD,AUTO
6.0,3.6,Front-Wheel Drive,Pontiac,Torrent FWD,AUTO
4.0,2.4,Front-Wheel Drive,Saturn,Vue FWD,AUTO
6.0,3.6,Front-Wheel Drive,Saturn,Vue FWD,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Buick,Enclave AWD,AUTO
6.0,3.2,4-Wheel or All-Wheel Drive,Land Rover,LR2,AUTO
8.0,5.6,4-Wheel or All-Wheel Drive,Nissan,Pathfinder 4WD,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Saturn,Vue AWD,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Subaru,Tribeca AWD,AUTO
6.0,2.7,Front-Wheel Drive,Dodge,Avenger,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,Crown Victoria FFV,AUTO
8.0,4.6,Rear-Wheel Drive,Mercury,Grand Marquis FFV,AUTO
8.0,4.2,4-Wheel or All-Wheel Drive,Audi,R8,MANUAL
8.0,4.2,4-Wheel or All-Wheel Drive,Audi,R8,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,Corvette,MANUAL
8.0,6.2,Rear-Wheel Drive,Chevrolet,Corvette,AUTO
6.0,3.6,Rear-Wheel Drive,Porsche,911 GT3,MANUAL
6.0,3.6,Rear-Wheel Drive,Porsche,911 GT3 RS,MANUAL
8.0,5.0,Rear-Wheel Drive,Chevrolet,C10 Pickup 2WD,MANUAL
8.0,6.2,Rear-Wheel Drive,Chevrolet,C10 Pickup 2WD,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Subaru,Legacy AWD,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,C20 Pickup 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,C20 Pickup 2WD,MANUAL
8.0,5.0,Rear-Wheel Drive,Chevrolet,C20 Pickup 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,Chevrolet,C20 Pickup 2WD,MANUAL
6.0,3.6,4-Wheel or All-Wheel Drive,Cadillac,CTS AWD,AUTO
6.0,3.5,Front-Wheel Drive,Chevrolet,Classic,AUTO
6.0,3.6,Front-Wheel Drive,Chevrolet,Malibu,AUTO
4.0,2.4,Front-Wheel Drive,Chevrolet,Malibu Hybrid,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,C20 Pickup 2WD,MANUAL
4.0,2.4,Front-Wheel Drive,Saturn,Aura,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Volvo,S80 AWD,AUTO
5.0,2.5,4-Wheel or All-Wheel Drive,Volvo,V50 AWD,MANUAL
5.0,2.5,4-Wheel or All-Wheel Drive,Volvo,V50 AWD,AUTO
5.0,2.4,Front-Wheel Drive,Volvo,V50 FWD,MANUAL
5.0,2.4,Front-Wheel Drive,Volvo,V50 FWD,AUTO
5.0,2.5,Front-Wheel Drive,Volvo,V50 FWD,MANUAL
5.0,2.5,Front-Wheel Drive,Volvo,V50 FWD,AUTO
8.0,6.2,4-Wheel or All-Wheel Drive,GMC,Sierra K15 AWD,AUTO
6.0,4.0,Front-Wheel Drive,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,AUTO
6.0,4.0,Front-Wheel Drive,Dodge,Caravan/Grand Caravan 2WD,AUTO
6.0,3.7,Rear-Wheel Drive,Dodge,D250 Pickup 2WD,AUTO
6.0,3.7,Rear-Wheel Drive,Dodge,D250 Pickup 2WD,MANUAL
6.0,3.8,Front-Wheel Drive,Chrysler,Pacifica FWD,AUTO
6.0,4.0,Front-Wheel Drive,Chrysler,Pacifica FWD,AUTO
6.0,3.5,Front-Wheel Drive,Ford,Taurus X FWD,AUTO
6.0,3.7,Front-Wheel Drive,Mazda,CX-9 2WD,AUTO
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,R350,AUTO
6.0,3.5,Front-Wheel Drive,Toyota,Highlander 2WD,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Chevrolet,Equinox AWD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Ford,Taurus X AWD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,Hummer,H3 4WD,AUTO
6.0,3.7,4-Wheel or All-Wheel Drive,Mazda,CX-9 4WD,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Pontiac,Torrent AWD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,Saab,9-7X AWD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Toyota,Highlander 4WD,AUTO
6.0,3.2,4-Wheel or All-Wheel Drive,Volvo,XC 70 AWD,AUTO
4.0,2.0,Front-Wheel Drive,Suzuki,SX4 Sedan,AUTO
4.0,2.0,Front-Wheel Drive,Suzuki,SX4 Sedan,MANUAL
8.0,4.3,Rear-Wheel Drive,Aston Martin,V8 Vantage,AUTO
4.0,1.6,Front-Wheel Drive,MINI,Cooper Convertible,AUTO
4.0,1.6,Front-Wheel Drive,MINI,Cooper Convertible,MANUAL
4.0,1.6,Front-Wheel Drive,MINI,Cooper S Convertible,MANUAL
4.0,1.6,Front-Wheel Drive,MINI,Cooper S Convertible,AUTO
8.0,4.2,4-Wheel or All-Wheel Drive,Audi,S5,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,335cxi,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,335cxi,AUTO
8.0,4.8,Rear-Wheel Drive,BMW,650ci,MANUAL
8.0,4.8,Rear-Wheel Drive,BMW,650ci,AUTO
8.0,4.8,Rear-Wheel Drive,BMW,650ci Convertible,MANUAL
8.0,4.8,Rear-Wheel Drive,BMW,650ci Convertible,AUTO
4.0,2.4,4-Wheel or All-Wheel Drive,Dodge,Caliber AWD,AUTO
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,C300,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,535i,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,535xi,MANUAL
8.0,4.6,Rear-Wheel Drive,Lexus,GS 460,AUTO
4.0,2.4,Front-Wheel Drive,Honda,Accord,AUTO
4.0,2.4,Front-Wheel Drive,Honda,Accord,MANUAL
6.0,3.5,Front-Wheel Drive,Honda,Accord,AUTO
6.0,3.3,Front-Wheel Drive,Hyundai,Azera,AUTO
8.0,4.5,4-Wheel or All-Wheel Drive,Infiniti,M45x,AUTO
4.0,1.5,Front-Wheel Drive,Honda,Fit,AUTO
4.0,2.0,Front-Wheel Drive,Saab,9-3 SportCombi,MANUAL
6.0,2.8,Front-Wheel Drive,Saab,9-3 SportCombi,MANUAL
6.0,2.8,Front-Wheel Drive,Saab,9-3 SportCombi,AUTO
8.0,5.0,Rear-Wheel Drive,GMC,C15 Pickup 2WD,MANUAL
6.0,4.0,Rear-Wheel Drive,Nissan,Frontier 2WD,AUTO
6.0,4.0,Rear-Wheel Drive,Nissan,Frontier 2WD,MANUAL
6.0,4.0,4-Wheel or All-Wheel Drive,Nissan,Frontier 4WD,AUTO
6.0,4.0,4-Wheel or All-Wheel Drive,Nissan,Frontier 4WD,MANUAL
8.0,6.2,Rear-Wheel Drive,GMC,C15 Pickup 2WD,AUTO
8.0,5.4,Rear-Wheel Drive,Roush Performance,Stage 3 F150 Regular Cab 2WD,AUTO
8.0,5.4,Rear-Wheel Drive,Roush Performance,Stage 3 F150 Super Cab 2WD,AUTO
8.0,5.4,Rear-Wheel Drive,Roush Performance,Stage 3 F150 Super Crew 2WD,AUTO
8.0,5.4,4-Wheel or All-Wheel Drive,Lincoln,Mark LT 4WD,AUTO
8.0,5.4,4-Wheel or All-Wheel Drive,Roush Performance,Stage 3 F150 Regular Cab 4WD,AUTO
8.0,5.4,4-Wheel or All-Wheel Drive,Roush Performance,Stage 3 F150 Super Cab 4WD,AUTO
8.0,5.4,4-Wheel or All-Wheel Drive,Roush Performance,Stage 3 F150 Super Crew 4WD,AUTO
6.0,4.3,Rear-Wheel Drive,GMC,C25 Pickup 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,GMC,C25 Pickup 2WD,MANUAL
4.0,2.4,Front-Wheel Drive,Jeep,Compass 2WD,MANUAL
4.0,2.4,Front-Wheel Drive,Jeep,Patriot 2WD,MANUAL
8.0,5.0,Rear-Wheel Drive,GMC,C25 Pickup 2WD,AUTO
6.0,3.3,Front-Wheel Drive,Lexus,RX 400h 2WD,AUTO
4.0,2.5,Front-Wheel Drive,Nissan,Rogue FWD,AUTO
8.0,5.0,Rear-Wheel Drive,GMC,C25 Pickup 2WD,MANUAL
8.0,5.7,Rear-Wheel Drive,Toyota,Sequoia 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,C25 Pickup 2WD,MANUAL
8.0,5.7,4-Wheel or All-Wheel Drive,Lexus,LX 570,AUTO
8.0,5.5,4-Wheel or All-Wheel Drive,Mercedes-Benz,GL550 4matic,AUTO
6.0,3.8,4-Wheel or All-Wheel Drive,Mitsubishi,Endeavor AWD,AUTO
4.0,2.1,Rear-Wheel Drive,Jeep,Comanche 2WD,MANUAL
4.0,2.5,4-Wheel or All-Wheel Drive,Nissan,Rogue AWD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,Toyota,Land Cruiser Wagon 4WD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,Toyota,Sequoia 4WD,AUTO
4.0,2.5,Rear-Wheel Drive,Jeep,Comanche 2WD,AUTO
4.0,2.5,Rear-Wheel Drive,Jeep,Comanche 2WD,MANUAL
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,C300,AUTO
6.0,2.8,Rear-Wheel Drive,Jeep,Comanche 2WD,AUTO
8.0,4.6,Rear-Wheel Drive,Shelby,Mustang GT,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,Mercedes-Benz,C300 4matic,AUTO
8.0,6.1,Rear-Wheel Drive,Dodge,Challenger,AUTO
6.0,2.8,Rear-Wheel Drive,Jeep,Comanche 2WD,MANUAL
8.0,6.0,Rear-Wheel Drive,Pontiac,G8,AUTO
4.0,2.0,Front-Wheel Drive,Saab,9-3 SportCombi,AUTO
8.0,5.4,Rear-Wheel Drive,Saleen Performance,F150 Supercharged,AUTO
4.0,2.3,Front-Wheel Drive,Mazda,5,MANUAL
4.0,2.3,Front-Wheel Drive,Mazda,5,AUTO
8.0,6.2,Rear-Wheel Drive,Cadillac,Escalade ESV 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,Tahoe 1500 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Tahoe Hybrid 2WD,AUTO
4.0,2.0,Front-Wheel Drive,Chevrolet,HHR FWD,AUTO
4.0,2.0,Front-Wheel Drive,Chevrolet,HHR FWD,MANUAL
8.0,6.2,Rear-Wheel Drive,GMC,Yukon 1500 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Yukon 1500 Hybrid 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,Yukon XL 1500 2WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,Chevrolet,Tahoe Hybrid 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,GMC,Yukon 1500 Hybrid 4WD,AUTO
8.0,4.8,4-Wheel or All-Wheel Drive,Porsche,Cayenne GTS,AUTO
8.0,4.8,4-Wheel or All-Wheel Drive,Porsche,Cayenne GTS,MANUAL
4.0,1.6,Front-Wheel Drive,MINI,Cooper,AUTO
4.0,1.6,Front-Wheel Drive,MINI,Cooper S,MANUAL
4.0,1.6,Front-Wheel Drive,MINI,Cooper S,AUTO
6.0,3.2,4-Wheel or All-Wheel Drive,Audi,A5 quattro,MANUAL
6.0,3.2,4-Wheel or All-Wheel Drive,Audi,A5 quattro,AUTO
4.0,1.6,Front-Wheel Drive,MINI,Clubman,AUTO
4.0,1.6,Front-Wheel Drive,MINI,Clubman S,MANUAL
4.0,1.6,Front-Wheel Drive,MINI,Clubman S,AUTO
8.0,4.2,4-Wheel or All-Wheel Drive,Audi,S5,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,128i,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,128i,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,128i Convertible,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,128i Convertible,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,135i,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,135i,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,135i Convertible,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,135i Convertible,AUTO
8.0,4.0,Rear-Wheel Drive,BMW,M3 Coupe,MANUAL
8.0,5.0,Rear-Wheel Drive,Lexus,IS F,AUTO
8.0,4.0,Rear-Wheel Drive,BMW,M3,MANUAL
4.0,2.0,4-Wheel or All-Wheel Drive,Mitsubishi,Lancer Evolution,AUTO
4.0,1.8,Front-Wheel Drive,Saturn,Astra 2DR Hatchback,AUTO
4.0,1.8,Front-Wheel Drive,Saturn,Astra 2DR Hatchback,MANUAL
4.0,1.8,Front-Wheel Drive,Saturn,Astra 4DR Hatchback,AUTO
4.0,1.8,Front-Wheel Drive,Saturn,Astra 4DR Hatchback,MANUAL
6.0,3.6,Rear-Wheel Drive,Pontiac,G8,AUTO
6.0,3.5,Rear-Wheel Drive,Infiniti,EX35,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Infiniti,EX35,AUTO
