cylinders,displ,drive,make,model,trany
6.0,2.7,4-Wheel or All-Wheel Drive,Kia,Sportage 4WD,AUTO
8.0,4.4,4-Wheel or All-Wheel Drive,Volvo,XC 90 AWD,AUTO
4.0,2.8,4-Wheel or All-Wheel Drive,Jeep,Liberty/Cherokee 4WD,AUTO
6.0,3.5,Front-Wheel Drive,Toyota,Avalon,AUTO
8.0,5.3,Front-Wheel Drive,Pontiac,Grand Prix,AUTO
8.0,6.1,Rear-Wheel Drive,Chrysler,300C/SRT-8,AUTO
8.0,5.7,Rear-Wheel Drive,Jeep,Grand Cherokee 2WD,AUTO
6.0,4.0,Rear-Wheel Drive,Nissan,Xterra 2WD,AUTO
6.0,4.0,Rear-Wheel Drive,Nissan,Xterra 2WD,MANUAL
6.0,4.0,4-Wheel or All-Wheel Drive,Nissan,Xterra 4WD,AUTO
6.0,4.0,4-Wheel or All-Wheel Drive,Nissan,Xterra 4WD,MANUAL
8.0,4.2,Rear-Wheel Drive,Spyker,C8 Spyder,MANUAL
8.0,4.2,Rear-Wheel Drive,Spyker,C8 Spyder Wide Body,MANUAL
8.0,7.0,Rear-Wheel Drive,Chevrolet,Corvette,MANUAL
8.0,4.3,Rear-Wheel Drive,Ferrari,F430,AUTO
8.0,4.3,Rear-Wheel Drive,Ferrari,F430,MANUAL
4.0,2.0,Rear-Wheel Drive,Mazda,MX-5,MANUAL
4.0,2.0,Rear-Wheel Drive,Mazda,MX-5,AUTO
4.0,2.4,Rear-Wheel Drive,Pontiac,Solstice,MANUAL
4.0,2.5,Front-Wheel Drive,Plymouth,Caravelle,AUTO
6.0,2.5,Rear-Wheel Drive,Lexus,IS 250,MANUAL
6.0,2.5,Rear-Wheel Drive,Lexus,IS 250,AUTO
6.0,2.5,4-Wheel or All-Wheel Drive,Lexus,IS 250 AWD,AUTO
6.0,3.5,Rear-Wheel Drive,Lexus,IS 350,AUTO
6.0,3.1,Front-Wheel Drive,Audi,A4,AUTO
6.0,3.1,4-Wheel or All-Wheel Drive,Audi,A4 quattro,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,325i,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,325i,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,325xi,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,325xi,AUTO
6.0,4.3,Rear-Wheel Drive,Pontiac,Bonneville,AUTO
6.0,2.5,Rear-Wheel Drive,Mercedes-Benz,C230,AUTO
6.0,2.5,Rear-Wheel Drive,Mercedes-Benz,C230,MANUAL
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,C280,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Mercedes-Benz,C280 4matic,AUTO
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,C350,AUTO
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,C350,MANUAL
6.0,3.5,4-Wheel or All-Wheel Drive,Mercedes-Benz,C350 4matic,AUTO
4.0,2.4,Front-Wheel Drive,Pontiac,G6,AUTO
6.0,3.9,Front-Wheel Drive,Pontiac,G6,MANUAL
6.0,3.9,Front-Wheel Drive,Pontiac,G6,AUTO
6.0,2.8,Front-Wheel Drive,Saab,9-3 Sport Sedan,MANUAL
6.0,2.8,Front-Wheel Drive,Saab,9-3 Sport Sedan,AUTO
4.0,2.0,Front-Wheel Drive,Suzuki,Reno,AUTO
4.0,2.0,Front-Wheel Drive,Suzuki,Reno,MANUAL
6.0,3.1,Front-Wheel Drive,Audi,A6,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,525i,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,525i,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,525xi,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,525xi,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,530xi,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,530xi,AUTO
8.0,4.8,Rear-Wheel Drive,BMW,550i,MANUAL
8.0,4.8,Rear-Wheel Drive,BMW,550i,AUTO
8.0,6.0,Rear-Wheel Drive,Cadillac,CTS-V,MANUAL
6.0,3.6,Rear-Wheel Drive,Cadillac,STS,AUTO
8.0,4.6,Rear-Wheel Drive,Cadillac,STS,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Cadillac,STS AWD,AUTO
6.0,3.9,Front-Wheel Drive,Chevrolet,Malibu,AUTO
4.0,2.3,Front-Wheel Drive,Ford,Fusion,AUTO
4.0,2.3,Front-Wheel Drive,Ford,Fusion,MANUAL
6.0,3.0,Front-Wheel Drive,Ford,Fusion,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Lexus,GS 300 4WD,AUTO
4.0,2.3,Front-Wheel Drive,Mercury,Milan,AUTO
4.0,2.3,Front-Wheel Drive,Mercury,Milan,MANUAL
6.0,3.0,Front-Wheel Drive,Mercury,Milan,AUTO
6.0,3.0,Front-Wheel Drive,Lincoln,Zephyr,AUTO
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,E350,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Mercedes-Benz,E350 4matic,AUTO
4.0,2.0,Front-Wheel Drive,Volkswagen,Passat,MANUAL
6.0,3.6,Front-Wheel Drive,Volkswagen,Passat,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Volkswagen,Passat 4motion,AUTO
8.0,4.8,Rear-Wheel Drive,BMW,750i,AUTO
8.0,4.8,Rear-Wheel Drive,BMW,750li,AUTO
6.0,3.8,Front-Wheel Drive,Buick,Lucerne,AUTO
8.0,4.6,Front-Wheel Drive,Buick,Lucerne,AUTO
8.0,4.6,Front-Wheel Drive,Cadillac,Armored DTS,AUTO
8.0,4.6,Front-Wheel Drive,Cadillac,DTS,AUTO
6.0,3.9,Front-Wheel Drive,Chevrolet,Impala,AUTO
8.0,5.3,Front-Wheel Drive,Chevrolet,Impala,AUTO
6.0,2.7,Rear-Wheel Drive,Chrysler,300,AUTO
6.0,3.5,Rear-Wheel Drive,Chrysler,300,AUTO
8.0,5.7,Rear-Wheel Drive,Chrysler,300,AUTO
6.0,2.7,Rear-Wheel Drive,Dodge,Charger,AUTO
6.0,3.5,Rear-Wheel Drive,Dodge,Charger,AUTO
8.0,5.7,Rear-Wheel Drive,Dodge,Charger,AUTO
8.0,6.1,Rear-Wheel Drive,Dodge,Charger,AUTO
6.0,3.8,Front-Wheel Drive,Hyundai,Azera,AUTO
6.0,3.3,Front-Wheel Drive,Hyundai,Sonata,AUTO
6.0,3.5,Rear-Wheel Drive,Infiniti,M35,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Infiniti,M35,AUTO
8.0,4.2,Rear-Wheel Drive,Jaguar,XJ8,AUTO
8.0,4.2,Rear-Wheel Drive,Jaguar,XJ8L,AUTO
8.0,4.2,Rear-Wheel Drive,Jaguar,XJR,AUTO
8.0,4.2,Rear-Wheel Drive,Maserati,Quattroporte,AUTO
6.0,3.7,Rear-Wheel Drive,Mercedes-Benz,S350,AUTO
8.0,4.1,Front-Wheel Drive,Cadillac,Limousine,AUTO
4.0,2.0,Front-Wheel Drive,Audi,A3,MANUAL
4.0,2.0,Front-Wheel Drive,Audi,A3,AUTO
6.0,3.1,4-Wheel or All-Wheel Drive,Audi,A4 Avant quattro,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,325xi Sport Wagon,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,325xi Sport Wagon,AUTO
5.0,3.5,Rear-Wheel Drive,Chevrolet,Colorado Cab Chassis inc 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,Lincoln,Town Car,AUTO
5.0,3.5,Rear-Wheel Drive,GMC,Canyon Cab Chassis Inc 2WD,AUTO
4.0,2.8,Rear-Wheel Drive,Isuzu,i-280 Extended Cab 2WD,AUTO
4.0,2.8,Rear-Wheel Drive,Isuzu,i-280 Extended Cab 2WD,MANUAL
8.0,5.4,Rear-Wheel Drive,Lincoln,Mark LT,AUTO
6.0,3.7,Rear-Wheel Drive,Mitsubishi,Raider Pickup 2WD,AUTO
6.0,3.7,Rear-Wheel Drive,Mitsubishi,Raider Pickup 2WD,MANUAL
8.0,4.7,Rear-Wheel Drive,Mitsubishi,Raider Pickup 2WD,AUTO
8.0,4.7,Rear-Wheel Drive,Mitsubishi,Raider Pickup 2WD,MANUAL
8.0,6.0,4-Wheel or All-Wheel Drive,Chevrolet,Silverado 1500 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,GMC,Sierra 1500 4WD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Honda,Ridgeline Truck 4WD,AUTO
5.0,3.5,4-Wheel or All-Wheel Drive,Isuzu,i-350 Crew Cab 4WD,AUTO
8.0,5.4,4-Wheel or All-Wheel Drive,Lincoln,Mark LT,AUTO
6.0,3.7,4-Wheel or All-Wheel Drive,Mitsubishi,Raider Pickup 4WD,AUTO
6.0,3.7,4-Wheel or All-Wheel Drive,Mitsubishi,Raider Pickup 4WD,MANUAL
8.0,4.7,4-Wheel or All-Wheel Drive,Mitsubishi,Raider Pickup 4WD,AUTO
8.0,4.7,4-Wheel or All-Wheel Drive,Mitsubishi,Raider Pickup 4WD,MANUAL
8.0,5.3,4-Wheel or All-Wheel Drive,GMC,Savana 1500  AWD Conversion (cargo),AUTO
6.0,3.9,Front-Wheel Drive,Buick,Terraza FWD,AUTO
6.0,3.9,Front-Wheel Drive,Chevrolet,Uplander FWD,AUTO
6.0,3.8,Front-Wheel Drive,Kia,Sedona,AUTO
6.0,3.5,Front-Wheel Drive,Pontiac,Montana SV6 FWD,AUTO
6.0,3.9,Front-Wheel Drive,Pontiac,Montana SV6 FWD,AUTO
6.0,3.4,Front-Wheel Drive,Pontiac,Torrent FWD,AUTO
6.0,3.9,Front-Wheel Drive,Saturn,Relay FWD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Pontiac,Montana SV6 AWD,AUTO
6.0,3.4,4-Wheel or All-Wheel Drive,Pontiac,Torrent AWD,AUTO
6.0,3.5,Front-Wheel Drive,Buick,Rendezvous FWD,AUTO
4.0,2.2,Front-Wheel Drive,Chevrolet,HHR FWD,AUTO
4.0,2.2,Front-Wheel Drive,Chevrolet,HHR FWD,MANUAL
4.0,2.4,Front-Wheel Drive,Chevrolet,HHR FWD,AUTO
4.0,2.4,Front-Wheel Drive,Chevrolet,HHR FWD,MANUAL
8.0,5.3,Rear-Wheel Drive,Chevrolet,TrailBlazer 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,TrailBlazer 2WD,AUTO
6.0,2.7,Rear-Wheel Drive,Dodge,Magnum,AUTO
6.0,3.5,Rear-Wheel Drive,Dodge,Magnum,AUTO
8.0,5.7,Rear-Wheel Drive,Dodge,Magnum,AUTO
8.0,6.1,Rear-Wheel Drive,Dodge,Magnum,AUTO
4.0,2.3,Front-Wheel Drive,Ford,Escape FWD,AUTO
4.0,2.3,Front-Wheel Drive,Ford,Escape FWD,MANUAL
6.0,3.0,Front-Wheel Drive,Ford,Escape FWD,AUTO
6.0,3.5,Front-Wheel Drive,Honda,Pilot 2WD,AUTO
6.0,3.7,Rear-Wheel Drive,Jeep,Commander 2WD,AUTO
8.0,4.7,Rear-Wheel Drive,Jeep,Commander 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,Jeep,Commander 2WD,AUTO
4.0,2.3,Front-Wheel Drive,Mercury,Mariner FWD,AUTO
6.0,3.0,Front-Wheel Drive,Mercury,Mariner FWD,AUTO
6.0,2.7,Rear-Wheel Drive,Suzuki,Grand Vitara,AUTO
6.0,2.7,Rear-Wheel Drive,Suzuki,Grand Vitara,MANUAL
6.0,3.5,4-Wheel or All-Wheel Drive,Buick,Rendezvous AWD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,Chevrolet,Suburban 1500 AWD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,Chevrolet,TrailBlazer 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,Chevrolet,TrailBlazer AWD,AUTO
4.0,1.9,Front-Wheel Drive,Mercury,Lynx Wagon,AUTO
5.0,3.5,4-Wheel or All-Wheel Drive,Hummer,H3 4WD,AUTO
5.0,3.5,4-Wheel or All-Wheel Drive,Hummer,H3 4WD,MANUAL
6.0,3.7,4-Wheel or All-Wheel Drive,Jeep,Commander 4WD,AUTO
8.0,4.7,4-Wheel or All-Wheel Drive,Jeep,Commander 4WD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,Jeep,Commander 4WD,AUTO
8.0,4.2,4-Wheel or All-Wheel Drive,Land Rover,Range Rover,AUTO
8.0,4.2,4-Wheel or All-Wheel Drive,Land Rover,Range Rover Sport,AUTO
8.0,4.4,4-Wheel or All-Wheel Drive,Land Rover,Range Rover Sport,AUTO
6.0,3.3,4-Wheel or All-Wheel Drive,Lexus,RX 400h 4WD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Mercedes-Benz,R350,AUTO
8.0,5.0,4-Wheel or All-Wheel Drive,Mercedes-Benz,R500,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Subaru,B9 Tribeca AWD,AUTO
6.0,2.7,4-Wheel or All-Wheel Drive,Suzuki,Grand Vitara AWD,AUTO
6.0,2.7,4-Wheel or All-Wheel Drive,Suzuki,Grand Vitara AWD,MANUAL
6.0,3.3,4-Wheel or All-Wheel Drive,Toyota,Highlander Hybrid 4WD,AUTO
6.0,3.5,Front-Wheel Drive,Chevrolet,Impala,AUTO
8.0,4.4,Rear-Wheel Drive,Cadillac,STS-V,AUTO
6.0,3.2,4-Wheel or All-Wheel Drive,Audi,A3 quattro,AUTO
4.0,2.5,4-Wheel or All-Wheel Drive,Subaru,Outback AWD,AUTO
5.0,3.5,Rear-Wheel Drive,Chevrolet,Colorado Cab Chassis inc 2WD,MANUAL
5.0,3.5,Rear-Wheel Drive,GMC,Canyon Cab Chassis Inc 2WD,MANUAL
8.0,5.4,Rear-Wheel Drive,Ford,GT 2WD,MANUAL
4.0,1.8,Rear-Wheel Drive,Lotus,Elise/Exige,MANUAL
8.0,4.3,Rear-Wheel Drive,Aston Martin,V8 Vantage,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,Z4 3.0si Coupe,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,Z4 3.0si Coupe,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,Z4 3.0i,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,Z4 3.0i,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,Z4 3.0si,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,Z4 3.0si,MANUAL
6.0,3.2,Rear-Wheel Drive,BMW,Z4 M Coupe,MANUAL
6.0,3.2,Rear-Wheel Drive,BMW,Z4 M Roadster,MANUAL
8.0,4.4,Rear-Wheel Drive,Cadillac,XLR-V,AUTO
6.0,3.4,Rear-Wheel Drive,Porsche,Cayman S,AUTO
6.0,3.4,Rear-Wheel Drive,Porsche,Cayman S,MANUAL
4.0,2.4,Front-Wheel Drive,Kia,Optima (2006 New Model),AUTO
4.0,2.4,Front-Wheel Drive,Kia,Optima (2006 New Model),MANUAL
6.0,2.7,Front-Wheel Drive,Kia,Optima (2006 New Model),AUTO
4.0,2.4,Front-Wheel Drive,Mitsubishi,Lancer Sportback,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,F150 Pickup 2WD FFV,AUTO
8.0,5.4,4-Wheel or All-Wheel Drive,Ford,F150 Pickup 4WD FFV,AUTO
6.0,3.5,Front-Wheel Drive,Toyota,RAV4 2WD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Toyota,RAV4 4WD,AUTO
8.0,4.5,Rear-Wheel Drive,Infiniti,Q45 Sport,AUTO
4.0,2.4,Front-Wheel Drive,Pontiac,G5/Pursuit,AUTO
4.0,2.4,Front-Wheel Drive,Pontiac,G5/Pursuit,MANUAL
6.0,3.5,Rear-Wheel Drive,Lexus,GS 450h,AUTO
6.0,3.5,Front-Wheel Drive,Lexus,ES 350,AUTO
6.0,3.5,Front-Wheel Drive,Toyota,Camry,AUTO
8.0,5.5,Rear-Wheel Drive,Mercedes-Benz,S550,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,Silverado Classic 1500 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,Silverado Classic 1500 2WD,MANUAL
8.0,4.8,Rear-Wheel Drive,Chevrolet,Silverado Classic 1500 2WD,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Silverado Classic 1500 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Silverado Classic 1500 2WD,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Silverado Classic 15 Hybrid 2WD,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,Explorer Sport Trac 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,GMC,Sierra Classic 1500 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,GMC,Sierra Classic 1500 2WD,MANUAL
8.0,4.8,Rear-Wheel Drive,GMC,Sierra Classic 1500 2WD,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Sierra Classic 1500 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Sierra Classic 1500 2WD,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Sierra Classic 15 Hybrid 2WD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,Chevrolet,Silverado Classic 1500 4WD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,Chevrolet,Silverado Classic 1500 4WD,MANUAL
8.0,4.8,4-Wheel or All-Wheel Drive,Chevrolet,Silverado Classic 1500 4WD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,Chevrolet,Silverado Classic 1500 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,Chevrolet,Silverado Classic 1500 4WD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,Chevrolet,Silverado Classic 15 Hybrid 4WD,AUTO
8.0,4.6,4-Wheel or All-Wheel Drive,Ford,Explorer Sport Trac 4WD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,GMC,Sierra Classic 1500 4WD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,GMC,Sierra Classic 1500 4WD,MANUAL
8.0,4.8,4-Wheel or All-Wheel Drive,GMC,Sierra Classic 1500 4WD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,GMC,Sierra Classic 1500 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,GMC,Sierra Classic 1500 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,GMC,Sierra Classic 1500 AWD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,GMC,Sierra Classic 15 Hybrid 4WD,AUTO
6.0,2.7,Front-Wheel Drive,Hyundai,Santa Fe 2WD,MANUAL
6.0,3.3,Front-Wheel Drive,Hyundai,Santa Fe 2WD,AUTO
6.0,3.5,Front-Wheel Drive,Lexus,RX 350 2WD,AUTO
4.0,2.3,Front-Wheel Drive,Mazda,CX-7 2WD,AUTO
6.0,4.0,Rear-Wheel Drive,Toyota,FJ Cruiser 2WD,AUTO
8.0,4.2,4-Wheel or All-Wheel Drive,Audi,Q7,AUTO
8.0,6.2,4-Wheel or All-Wheel Drive,Cadillac,Escalade AWD,AUTO
8.0,6.2,4-Wheel or All-Wheel Drive,GMC,Yukon Denali 1500 AWD,AUTO
6.0,2.7,4-Wheel or All-Wheel Drive,Hyundai,Santa Fe 4WD,MANUAL
6.0,3.3,4-Wheel or All-Wheel Drive,Hyundai,Santa Fe 4WD,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Lexus,RX 350 4WD,AUTO
4.0,2.3,4-Wheel or All-Wheel Drive,Mazda,CX-7 4WD,AUTO
8.0,4.6,4-Wheel or All-Wheel Drive,Mercedes-Benz,GL450 4matic,AUTO
6.0,4.0,4-Wheel or All-Wheel Drive,Toyota,FJ Cruiser 4WD,AUTO
6.0,4.0,4-Wheel or All-Wheel Drive,Toyota,FJ Cruiser 4WD,MANUAL
6.0,3.6,4-Wheel or All-Wheel Drive,Volkswagen,Touareg,AUTO
4.0,2.0,Rear-Wheel Drive,Pontiac,Solstice,AUTO
4.0,2.0,Rear-Wheel Drive,Pontiac,Solstice,MANUAL
4.0,2.4,Rear-Wheel Drive,Pontiac,Solstice,AUTO
6.0,3.4,Rear-Wheel Drive,Porsche,Boxster S,AUTO
6.0,3.4,Rear-Wheel Drive,Porsche,Boxster S,MANUAL
6.0,2.7,Rear-Wheel Drive,Porsche,Cayman,AUTO
6.0,2.7,Rear-Wheel Drive,Porsche,Cayman,MANUAL
4.0,2.0,Rear-Wheel Drive,Saturn,SKY,AUTO
4.0,2.0,Rear-Wheel Drive,Saturn,SKY,MANUAL
4.0,2.4,Rear-Wheel Drive,Saturn,SKY,AUTO
4.0,2.4,Rear-Wheel Drive,Saturn,SKY,MANUAL
4.0,2.2,Front-Wheel Drive,Pontiac,G5/Pursuit,AUTO
4.0,2.2,Front-Wheel Drive,Pontiac,G5/Pursuit,MANUAL
8.0,4.2,4-Wheel or All-Wheel Drive,Audi,RS4,MANUAL
8.0,5.5,Rear-Wheel Drive,Mercedes-Benz,CLS550,AUTO
8.0,6.2,Rear-Wheel Drive,Mercedes-Benz,CLS63 AMG,AUTO
6.0,3.9,Front-Wheel Drive,Pontiac,G6 GT/GTP Convertible,AUTO
6.0,3.5,Front-Wheel Drive,Saturn,Aura,AUTO
6.0,3.6,Front-Wheel Drive,Saturn,Aura,AUTO
8.0,5.5,Rear-Wheel Drive,Mercedes-Benz,E550,AUTO
8.0,5.5,4-Wheel or All-Wheel Drive,Mercedes-Benz,E550 4matic,AUTO
8.0,6.2,Rear-Wheel Drive,Mercedes-Benz,E63 AMG,AUTO
6.0,3.5,4-Wheel or All-Wheel Drive,Infiniti,M35x,AUTO
8.0,5.5,4-Wheel or All-Wheel Drive,Mercedes-Benz,S550 4matic,AUTO
4.0,2.0,Front-Wheel Drive,Suzuki,SX4,AUTO
4.0,2.0,Front-Wheel Drive,Suzuki,SX4,MANUAL
4.0,2.0,4-Wheel or All-Wheel Drive,Suzuki,SX4 AWD,AUTO
4.0,2.0,4-Wheel or All-Wheel Drive,Suzuki,SX4 AWD,MANUAL
4.0,2.9,Rear-Wheel Drive,Chevrolet,Colorado 2WD,AUTO
4.0,2.9,Rear-Wheel Drive,Chevrolet,Colorado 2WD,MANUAL
5.0,3.7,Rear-Wheel Drive,Chevrolet,Colorado 2WD,AUTO
5.0,3.7,Rear-Wheel Drive,Chevrolet,Colorado Cab Chassis inc 2WD,AUTO
4.0,2.9,Rear-Wheel Drive,Chevrolet,Colorado Crew Cab 2WD,AUTO
4.0,2.9,Rear-Wheel Drive,Chevrolet,Colorado Crew Cab 2WD,MANUAL
5.0,3.7,Rear-Wheel Drive,Chevrolet,Colorado Crew Cab 2WD,AUTO
4.0,2.9,Rear-Wheel Drive,GMC,Canyon 2WD,AUTO
4.0,2.9,Rear-Wheel Drive,GMC,Canyon 2WD,MANUAL
5.0,3.7,Rear-Wheel Drive,GMC,Canyon 2WD,AUTO
5.0,3.7,Rear-Wheel Drive,GMC,Canyon Cab Chassis Inc 2WD,AUTO
4.0,2.9,Rear-Wheel Drive,GMC,Canyon Crew Cab 2WD,AUTO
4.0,2.9,Rear-Wheel Drive,GMC,Canyon Crew Cab 2WD,MANUAL
5.0,3.7,Rear-Wheel Drive,GMC,Canyon Crew Cab 2WD,AUTO
4.0,2.9,Rear-Wheel Drive,Isuzu,i-290 Extended Cab 2WD,AUTO
4.0,2.9,Rear-Wheel Drive,Isuzu,i-290 Extended Cab 2WD,MANUAL
4.0,2.9,4-Wheel or All-Wheel Drive,Chevrolet,Colorado 4WD,AUTO
4.0,2.9,4-Wheel or All-Wheel Drive,Chevrolet,Colorado 4WD,MANUAL
5.0,3.7,4-Wheel or All-Wheel Drive,Chevrolet,Colorado 4WD,AUTO
5.0,3.7,4-Wheel or All-Wheel Drive,Chevrolet,Colorado Crew Cab 4WD,AUTO
4.0,2.9,4-Wheel or All-Wheel Drive,GMC,Canyon 4WD,AUTO
4.0,2.9,4-Wheel or All-Wheel Drive,GMC,Canyon 4WD,MANUAL
5.0,3.7,4-Wheel or All-Wheel Drive,GMC,Canyon 4WD,AUTO
5.0,3.7,4-Wheel or All-Wheel Drive,GMC,Canyon Crew Cab 4WD,AUTO
5.0,3.7,4-Wheel or All-Wheel Drive,Isuzu,i-370 Crew Cab 4WD,AUTO
6.0,3.8,Front-Wheel Drive,Hyundai,Entourage,AUTO
4.0,2.4,Front-Wheel Drive,Saturn,Vue Hybrid,AUTO
5.0,2.5,Front-Wheel Drive,Volvo,XC 90 FWD,AUTO
6.0,3.2,Front-Wheel Drive,Volvo,XC 90 FWD,AUTO
6.0,3.6,4-Wheel or All-Wheel Drive,Audi,Q7,AUTO
5.0,3.7,4-Wheel or All-Wheel Drive,Chevrolet,Colorado Cab Chassis inc 4WD,AUTO
5.0,3.7,4-Wheel or All-Wheel Drive,GMC,Canyon Cab Chassis Inc 4WD,AUTO
5.0,3.7,4-Wheel or All-Wheel Drive,Hummer,H3 4WD,AUTO
5.0,3.7,4-Wheel or All-Wheel Drive,Hummer,H3 4WD,MANUAL
6.0,3.5,4-Wheel or All-Wheel Drive,Mercedes-Benz,R350 4matic,AUTO
8.0,5.0,4-Wheel or All-Wheel Drive,Mercedes-Benz,R500 4matic,AUTO
6.0,2.7,4-Wheel or All-Wheel Drive,Suzuki,Grand Vitara 4WD,AUTO
6.0,2.7,4-Wheel or All-Wheel Drive,Suzuki,Grand Vitara 4WD,MANUAL
6.0,3.2,4-Wheel or All-Wheel Drive,Volvo,XC 90 AWD,AUTO
4.0,1.6,Front-Wheel Drive,MINI,Cooper S JCWorks GP Kit,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,Z4 Coupe,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,Z4 Coupe,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,328ci,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,328ci,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,328cxi,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,328cxi,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,335ci,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,335ci,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,328i,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,328i,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,328xi,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,BMW,328xi,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,335i,MANUAL
6.0,3.0,Rear-Wheel Drive,BMW,335i,AUTO
4.0,1.8,Front-Wheel Drive,Dodge,Caliber,MANUAL
4.0,2.0,Front-Wheel Drive,Dodge,Caliber,AUTO
4.0,2.4,Front-Wheel Drive,Dodge,Caliber,AUTO
4.0,2.4,Front-Wheel Drive,Dodge,Caliber,MANUAL
4.0,2.4,4-Wheel or All-Wheel Drive,Dodge,Caliber,AUTO
6.0,3.5,Front-Wheel Drive,Acura,TL,MANUAL
6.0,3.5,Front-Wheel Drive,Acura,TL,AUTO
8.0,4.6,4-Wheel or All-Wheel Drive,Cadillac,STS,AUTO
4.0,2.4,Front-Wheel Drive,Chrysler,Sebring,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Ford,Fusion AWD,AUTO
6.0,3.5,Rear-Wheel Drive,Infiniti,G35,MANUAL
